experiment,x_key,x,y_key,y,color,linestyle
NSGD,iterations,400.0,grad_spectral_norms,0.06494548171758652,gray,--
NSGD,iterations,500.0,grad_spectral_norms,0.049845535308122635,gray,--
NSGD,iterations,600.0,grad_spectral_norms,0.03950024023652077,gray,--
NSGD,iterations,700.0,grad_spectral_norms,0.031397007405757904,gray,--
NSGD,iterations,800.0,grad_spectral_norms,0.025960491970181465,gray,--
NSGD,iterations,900.0,grad_spectral_norms,0.021594226360321045,gray,--
NSGD,iterations,1000.0,grad_spectral_norms,0.018452761694788933,gray,--
NSGD,iterations,1100.0,grad_spectral_norms,0.016015414148569107,gray,--
NSGD,iterations,1200.0,grad_spectral_norms,0.013697691261768341,gray,--
NSGD,iterations,1300.0,grad_spectral_norms,0.0114926528185606,gray,--
NSGD,iterations,1400.0,grad_spectral_norms,0.009940079413354397,gray,--
NSGD,iterations,1500.0,grad_spectral_norms,0.008787425234913826,gray,--
NSGD,iterations,1600.0,grad_spectral_norms,0.007645529229193926,gray,--
NSGD,iterations,1700.0,grad_spectral_norms,0.0067747957073152065,gray,--
NSGD,iterations,1800.0,grad_spectral_norms,0.005909366067498922,gray,--
NSGD,iterations,1900.0,grad_spectral_norms,0.0050051272846758366,gray,--
NSGD,iterations,2000.0,grad_spectral_norms,0.004206658340990543,gray,--
NSGD,iterations,2100.0,grad_spectral_norms,0.0036375420168042183,gray,--
NSGD,iterations,2200.0,grad_spectral_norms,0.003048814833164215,gray,--
NSGD,iterations,2300.0,grad_spectral_norms,0.002479851944372058,gray,--
NSGD,iterations,2400.0,grad_spectral_norms,0.004543239250779152,gray,--
NSGD,iterations,2500.0,grad_spectral_norms,0.006535635329782963,gray,--
NSGD,iterations,2600.0,grad_spectral_norms,0.007512026000767946,gray,--
NSGD,iterations,2700.0,grad_spectral_norms,0.007897811941802502,gray,--
NSGD,iterations,2800.0,grad_spectral_norms,0.00804165843874216,gray,--
NSGD,iterations,2900.0,grad_spectral_norms,0.008075820282101631,gray,--
NSGD,iterations,3000.0,grad_spectral_norms,0.008055197075009346,gray,--
NSGD,iterations,3100.0,grad_spectral_norms,0.008005707524716854,gray,--
NSGD,iterations,3200.0,grad_spectral_norms,0.007940277457237244,gray,--
NSGD,iterations,3300.0,grad_spectral_norms,0.00786611344665289,gray,--
NSGD,iterations,3400.0,grad_spectral_norms,0.007787479553371668,gray,--
NSGD,iterations,3500.0,grad_spectral_norms,0.007706711068749428,gray,--
NSGD,iterations,3600.0,grad_spectral_norms,0.007625507190823555,gray,--
NSGD,iterations,3700.0,grad_spectral_norms,0.0075448015704751015,gray,--
NSGD,iterations,3800.0,grad_spectral_norms,0.00746509013697505,gray,--
NSGD,iterations,3900.0,grad_spectral_norms,0.007386913523077965,gray,--
NSGD,iterations,4000.0,grad_spectral_norms,0.007310344371944666,gray,--
NSGD,iterations,4100.0,grad_spectral_norms,0.007235715165734291,gray,--
NSGD,iterations,4200.0,grad_spectral_norms,0.007162959314882755,gray,--
NSGD,iterations,4300.0,grad_spectral_norms,0.007092160638421774,gray,--
NSGD,iterations,4400.0,grad_spectral_norms,0.007023215759545565,gray,--
NSGD,iterations,4500.0,grad_spectral_norms,0.006956086028367281,gray,--
NSGD,iterations,4600.0,grad_spectral_norms,0.006890909746289253,gray,--
NSGD,iterations,4700.0,grad_spectral_norms,0.006827466189861298,gray,--
NSGD,iterations,4800.0,grad_spectral_norms,0.006765779107809067,gray,--
NSGD,iterations,4900.0,grad_spectral_norms,0.006705727428197861,gray,--
NSGD,iterations,5000.0,grad_spectral_norms,0.006647179834544659,gray,--
NSGD,iterations,5100.0,grad_spectral_norms,0.006590324454009533,gray,--
NSGD,iterations,5200.0,grad_spectral_norms,0.0065348525531589985,gray,--
NSGD,iterations,5300.0,grad_spectral_norms,0.006480840966105461,gray,--
NSGD,iterations,5400.0,grad_spectral_norms,0.0064281318336725235,gray,--
NSGD,iterations,5500.0,grad_spectral_norms,0.006376715376973152,gray,--
NSGD,iterations,5600.0,grad_spectral_norms,0.006326502654701471,gray,--
NSGD,iterations,5700.0,grad_spectral_norms,0.006277607288211584,gray,--
NSGD,iterations,5800.0,grad_spectral_norms,0.006229702848941088,gray,--
NSGD,iterations,5900.0,grad_spectral_norms,0.006183085963129997,gray,--
NSGD,iterations,6000.0,grad_spectral_norms,0.006137457210570574,gray,--
NSGD,iterations,6100.0,grad_spectral_norms,0.0060928016901016235,gray,--
NSGD,iterations,6200.0,grad_spectral_norms,0.006049180869013071,gray,--
NSGD,iterations,6300.0,grad_spectral_norms,0.006006428971886635,gray,--
NSGD,iterations,6400.0,grad_spectral_norms,0.005964626558125019,gray,--
NSGD,iterations,6500.0,grad_spectral_norms,0.005923731252551079,gray,--
NSGD,iterations,6600.0,grad_spectral_norms,0.0058836257085204124,gray,--
NSGD,iterations,6700.0,grad_spectral_norms,0.005844334606081247,gray,--
NSGD,iterations,6800.0,grad_spectral_norms,0.00580581184476614,gray,--
NSGD,iterations,6900.0,grad_spectral_norms,0.005768036935478449,gray,--
NSGD,iterations,7000.0,grad_spectral_norms,0.005731064826250076,gray,--
NSGD,iterations,7100.0,grad_spectral_norms,0.005694701336324215,gray,--
NSGD,iterations,7200.0,grad_spectral_norms,0.00565910991281271,gray,--
NSGD,iterations,7300.0,grad_spectral_norms,0.005624099634587765,gray,--
NSGD,iterations,7400.0,grad_spectral_norms,0.005589745473116636,gray,--
NSGD,iterations,7500.0,grad_spectral_norms,0.005556009244173765,gray,--
NSGD,iterations,7600.0,grad_spectral_norms,0.005522920750081539,gray,--
NSGD,iterations,7700.0,grad_spectral_norms,0.005490355659276247,gray,--
NSGD,iterations,7800.0,grad_spectral_norms,0.005458397325128317,gray,--
NSGD,iterations,7900.0,grad_spectral_norms,0.005426967982202768,gray,--
NSGD,iterations,8000.0,grad_spectral_norms,0.005396098829805851,gray,--
NSGD,iterations,8100.0,grad_spectral_norms,0.005365675315260887,gray,--
NSGD,iterations,8200.0,grad_spectral_norms,0.0053358362056314945,gray,--
NSGD,iterations,8300.0,grad_spectral_norms,0.0053064110688865185,gray,--
NSGD,iterations,8400.0,grad_spectral_norms,0.005277467891573906,gray,--
NSGD,iterations,8500.0,grad_spectral_norms,0.005248980596661568,gray,--
NSGD,iterations,8600.0,grad_spectral_norms,0.005220969673246145,gray,--
NSGD,iterations,8700.0,grad_spectral_norms,0.005193393677473068,gray,--
NSGD,iterations,8800.0,grad_spectral_norms,0.005166265647858381,gray,--
NSGD,iterations,8900.0,grad_spectral_norms,0.005139525979757309,gray,--
NSGD,iterations,9000.0,grad_spectral_norms,0.005113125778734684,gray,--
NSGD,iterations,9100.0,grad_spectral_norms,0.005087187048047781,gray,--
NSGD,iterations,9200.0,grad_spectral_norms,0.005061673000454903,gray,--
NSGD,iterations,9300.0,grad_spectral_norms,0.005036445334553719,gray,--
NSGD,iterations,9400.0,grad_spectral_norms,0.00501158507540822,gray,--
NSGD,iterations,9500.0,grad_spectral_norms,0.0049872021190822124,gray,--
NSGD,iterations,9600.0,grad_spectral_norms,0.004963083192706108,gray,--
NSGD,iterations,9700.0,grad_spectral_norms,0.004939217586070299,gray,--
NSGD,iterations,9800.0,grad_spectral_norms,0.004915831610560417,gray,--
NSGD,iterations,9900.0,grad_spectral_norms,0.004892685450613499,gray,--
NSGD,iterations,10000.0,grad_spectral_norms,0.004869883880019188,gray,--
NSGD,iterations,10100.0,grad_spectral_norms,0.004847347270697355,gray,--
NSGD,iterations,10200.0,grad_spectral_norms,0.004825047682970762,gray,--
NSGD,iterations,10300.0,grad_spectral_norms,0.00480315275490284,gray,--
NSGD,iterations,10400.0,grad_spectral_norms,0.004781634081155062,gray,--
NSGD,iterations,10500.0,grad_spectral_norms,0.0047602578997612,gray,--
NSGD,iterations,10600.0,grad_spectral_norms,0.004739259835332632,gray,--
NSGD,iterations,10700.0,grad_spectral_norms,0.004718415439128876,gray,--
NSGD,iterations,10800.0,grad_spectral_norms,0.004697893280535936,gray,--
NSGD,iterations,10900.0,grad_spectral_norms,0.004677650053054094,gray,--
NSGD,iterations,11000.0,grad_spectral_norms,0.004657622892409563,gray,--
NSGD,iterations,11100.0,grad_spectral_norms,0.004637906793504953,gray,--
NSGD,iterations,11200.0,grad_spectral_norms,0.004618365317583084,gray,--
NSGD,iterations,11300.0,grad_spectral_norms,0.004599075764417648,gray,--
NSGD,iterations,11400.0,grad_spectral_norms,0.004580033011734486,gray,--
NSGD,iterations,11500.0,grad_spectral_norms,0.0045612165704369545,gray,--
NSGD,iterations,11600.0,grad_spectral_norms,0.004542612005025148,gray,--
NSGD,iterations,11700.0,grad_spectral_norms,0.004524235613644123,gray,--
NSGD,iterations,11800.0,grad_spectral_norms,0.004506068304181099,gray,--
NSGD,iterations,11900.0,grad_spectral_norms,0.004488113336265087,gray,--
NSGD,cumulative_time,0.0007264614105224609,grad_spectral_norms,2.0190553665161133,gray,--
NSGD,cumulative_time,0.05569028854370117,grad_spectral_norms,0.23480744659900665,gray,--
NSGD,cumulative_time,0.08355236053466797,grad_spectral_norms,0.13303564488887787,gray,--
NSGD,cumulative_time,0.11078500747680664,grad_spectral_norms,0.09009352326393127,gray,--
NSGD,cumulative_time,0.13799381256103516,grad_spectral_norms,0.06494548171758652,gray,--
NSGD,cumulative_time,0.16442394256591797,grad_spectral_norms,0.049845535308122635,gray,--
NSGD,cumulative_time,0.19134950637817383,grad_spectral_norms,0.03950024023652077,gray,--
NSGD,cumulative_time,0.2184922695159912,grad_spectral_norms,0.031397007405757904,gray,--
NSGD,cumulative_time,0.24576997756958008,grad_spectral_norms,0.025960491970181465,gray,--
NSGD,cumulative_time,0.2729518413543701,grad_spectral_norms,0.021594226360321045,gray,--
NSGD,cumulative_time,0.3000960350036621,grad_spectral_norms,0.018452761694788933,gray,--
NSGD,cumulative_time,0.3272583484649658,grad_spectral_norms,0.016015414148569107,gray,--
NSGD,cumulative_time,0.3549790382385254,grad_spectral_norms,0.013697691261768341,gray,--
NSGD,cumulative_time,0.3824295997619629,grad_spectral_norms,0.0114926528185606,gray,--
NSGD,cumulative_time,0.4095878601074219,grad_spectral_norms,0.009940079413354397,gray,--
NSGD,cumulative_time,0.43668270111083984,grad_spectral_norms,0.008787425234913826,gray,--
NSGD,cumulative_time,0.4661738872528076,grad_spectral_norms,0.007645529229193926,gray,--
NSGD,cumulative_time,0.4931528568267822,grad_spectral_norms,0.0067747957073152065,gray,--
NSGD,cumulative_time,0.5203235149383545,grad_spectral_norms,0.005909366067498922,gray,--
NSGD,cumulative_time,0.5475330352783203,grad_spectral_norms,0.0050051272846758366,gray,--
NSGD,cumulative_time,0.5746853351593018,grad_spectral_norms,0.004206658340990543,gray,--
NSGD,cumulative_time,0.6018831729888916,grad_spectral_norms,0.0036375420168042183,gray,--
NSGD,cumulative_time,0.6288723945617676,grad_spectral_norms,0.003048814833164215,gray,--
NSGD,cumulative_time,0.6565268039703369,grad_spectral_norms,0.002479851944372058,gray,--
